1	0.0088	0.0003	0.0021
1001	0.845598	0.2657	0.449397
2001	1.4413	0.487397	0.611402
3001	1.215	0.321799	0.465798
4001	1.3771	0.333198	0.478099
5001	1.62769	0.355298	0.484299
6001	2.5406	0.488898	0.580701
7001	2.2305	0.375797	0.503699
8001	2.3917	0.369097	0.509899
9001	2.5465	0.412498	0.5231
10001	2.38019	0.394297	0.525
11001	2.8811	0.406097	0.5385
12001	2.9755	0.417799	0.546
13001	3.4923	0.438298	0.5585
14001	3.6797	0.428497	0.607299
15001	3.9171	0.5489	0.6184
16001	3.8684	0.465298	0.576
17001	4.2046	0.539801	0.6107
18001	4.027	0.515199	0.598501
19001	4.8144	0.561898	0.6317
20001	4.6821	0.566899	0.6386
21001	5.3335	0.7019	0.706299
22001	5.8562	0.817599	0.778698
23001	5.36	0.6819	0.6845
24001	5.035	0.6181	0.6693
25001	8.3419	0.898499	1.1172
26001	6.13641	0.568399	0.771098
27001	5.9239	0.621201	0.729199
28001	7.652	0.8886	1.0087
29001	6.8036	0.712901	0.781199
30001	6.5895	0.7441	0.7599
31001	6.2088	0.714101	0.7429
32001	6.4205	0.6545	0.737399
33001	6.0117	0.6495	0.686599
34001	6.51001	0.6084	0.716799
35001	5.87511	0.603601	0.680099
36001	6.53239	0.6437	0.772299
37001	6.76439	0.6489	0.6974
38001	6.9048	0.671	0.722399
39001	9.5314	0.8827	1.0494
40001	10.9987	0.9851	1.1901
41001	8.29289	0.8286	0.891698
42001	7.596	0.7824	0.812797
43001	7.0726	0.7501	0.755
44001	7.2498	0.7452	0.766499
45001	7.5179	0.7586	0.837799
46001	7.9396	0.757401	0.835299
47001	7.6744	0.780799	0.866798
48001	9.0805	0.966199	1.0416
49001	7.8642	0.787499	0.830498
50001	7.9744	0.7802	0.854899
51001	7.9259	0.7499	0.765499
52001	7.85289	0.717199	0.764999
53001	7.2985	0.629301	0.723099
54001	7.7856	0.6982	0.7572
55001	7.6118	0.6552	0.749398
56001	7.7573	0.7786	0.803499
57001	7.48359	0.6656	0.720099
58001	8.383	0.794399	0.866899
59001	8.35669	0.7623	0.850799
60001	8.3649	0.8019	0.8659
61001	8.3721	0.758599	0.934598
62001	9.3142	0.8428	1.0111
63001	9.3859	0.9045	0.9176
64001	8.78461	0.843299	0.8865
65001	8.7985	0.8676	0.941299
66001	8.3721	0.726	0.800799
67001	7.8449	0.624001	0.766599
68001	7.80539	0.634	0.7299
69001	7.93419	0.6871	0.804299
70001	8.1782	0.698401	0.8478
71001	8.57519	0.766201	0.826801
72001	11.3878	0.964801	1.1759
73001	10.2173	0.8909	0.991098
74001	9.05819	0.7736	0.8435
75001	10.5344	0.9784	1.1184
76001	13.6961	1.0868	1.389
77001	10.799	0.9452	1.0578
78001	9.6496	0.7804	0.878899
79001	8.8321	0.785799	0.850699
80001	13.2438	1.0179	1.3521
81001	8.2258	0.678901	0.792899
82001	8.5116	0.720699	0.822399
83001	8.32289	0.659	0.755499
84001	8.6595	0.7507	0.777299
85001	10.2395	0.8449	1.0001
86001	10.5743	0.838799	0.975298
87001	13.8188	1.0208	1.3094
88001	13.8071	1.0628	1.3434
89001	10.2144	0.913601	0.9595
90001	9.3284	0.8745	0.948999
91001	8.9846	0.840899	0.861999
92001	9.0888	0.8294	0.9051
93001	9.3567	0.917299	0.877899
94001	12.494	1.0136	1.2236
95001	12.1024	0.918101	1.1863
96001	12.6188	0.9051	1.1858
97001	10.9148	0.8281	1.0331
98001	12.7598	1.1009	1.263
99001	8.83751	0.773799	0.8454
100001	11.0222	0.987801	1.0962
101001	12.8735	1.167	1.3085
102001	13.5504	1.2302	1.3534
103001	13.3117	1.3325	2.5797
104001	12.6513	1.1481	1.2872
105001	11.3694	1.0686	1.0939
