71001	0.559998	4.7457	0.210998	3.3024	0.468996	5.3674
72001	0.596502	4.3593	0.199498	3.0616	0.432897	4.9904
73001	0.5314	4.7009	0.207999	3.3227	0.460998	5.2627
74001	0.5483	4.816	0.209799	3.3385	0.496598	5.4199
75001	0.642699	4.9813	0.216298	3.5683	0.549398	5.5739
76001	0.6133	4.5293	0.200798	3.2319	0.449297	5.1793
77001	0.6416	5.4182	0.2354	3.8803	0.569599	6.2483
78001	0.572099	5.2069	0.224998	3.6213	0.533198	5.9403
79001	0.591001	4.8573	0.210499	3.4192	0.507499	5.3584
80001	0.495699	4.4622	0.203898	3.1935	0.452897	5.0838
81001	0.651802	4.5365	0.203498	3.285	0.453998	5.2277
82001	0.524499	4.61	0.216999	3.2772	0.455197	5.3233
83001	0.574602	4.5452	0.201198	3.1233	0.443597	5.043
84001	0.473199	4.2187	0.198698	2.9552	0.409297	4.9458
85001	0.597302	4.1268	0.198498	2.8985	0.419197	4.9002
86001	0.5044	4.3484	0.202898	3.0911	0.436497	5.0518
87001	0.606801	4.342	0.202598	3.0506	0.438897	5.0218
88001	0.535	4.4287	0.205298	3.1368	0.461298	5.1727
89001	0.584201	5.0359	0.216299	3.4981	0.528898	5.5801
90001	0.551601	4.6136	0.206699	3.2597	0.481598	5.282
91001	0.506699	4.6263	0.209299	3.1935	0.449797	5.1555
92001	0.552801	4.477	0.204198	3.1738	0.454198	5.0857
93001	0.491599	4.4933	0.203198	3.1517	0.436897	5.0325
94001	0.609803	4.3271	0.200498	3.032	0.433698	4.9599
95001	0.482399	4.2863	0.200299	3.0748	0.420997	4.9949
96001	0.630501	5.28	0.230499	3.6799	0.548201	5.9843
97001	0.6233	5.3559	0.238799	3.804	0.587301	6.1241
98001	0.566401	4.7355	0.208699	3.3122	0.487098	5.2385
99001	0.5202	4.5958	0.204199	3.2695	0.466398	5.2156
100001	0.5242	4.43	0.201998	3.1161	0.439097	5.0386
101001	0.5177	4.419	0.200398	3.1692	0.453498	5.1007
102001	0.6204	4.5699	0.202999	3.2954	0.477697	5.1888
103001	0.577499	4.9197	0.215299	3.4871	0.502798	5.5747
104001	0.6024	4.5795	0.202998	3.285	0.459597	5.2332
105001	0.538901	4.5472	0.200998	3.1862	0.471198	5.1661
106001	0.5847	4.4692	0.201998	3.1932	0.433397	5.0528
107001	0.536701	4.3062	0.202398	3.088	0.450697	5.0362
108001	0.5713	4.3793	0.203098	3.1334	0.433397	5.0602
109001	0.650302	4.5964	0.208299	3.2521	0.470198	5.1979
110001	0.503999	4.5014	0.203499	3.2341	0.449698	5.1733
111001	0.696102	4.8824	0.216899	3.4779	0.515799	5.553
112001	0.501199	4.4771	0.199898	3.2113	0.447897	5.08611
113001	0.5461	4.558	0.201198	3.1644	0.449197	5.078
114001	0.5008	4.3534	0.200198	3.1179	0.422497	4.9971
115001	0.5266	4.5025	0.202098	3.1299	0.442397	5.0527
116001	0.5107	4.3652	0.202498	3.1209	0.433697	5.0118
117001	0.5296	4.5893	0.205899	3.2259	0.464397	5.2349
118001	0.5505	4.5181	0.206298	3.2221	0.460198	5.1415
119001	0.5849	4.4642	0.202398	3.2094	0.448597	5.1113
120001	0.606501	4.3071	0.199298	3.0451	0.427698	4.9505
121001	0.502999	4.55221	0.203199	3.2079	0.447298	5.1485
122001	0.763402	5.371	0.2388	3.805	0.630999	6.2256
123001	0.5565	4.9495	0.2257	3.5008	0.526498	5.8536
124001	0.690703	5.0225	0.223998	3.5754	0.547899	5.8806
125001	0.488699	4.2818	0.200798	3.0839	0.419597	5.0935
126001	0.658602	4.7043	0.207599	3.346	0.490098	5.4846
127001	0.5123	4.6398	0.210699	3.3177	0.464598	5.1942
128001	0.5389	4.6081	0.202698	3.2236	0.455697	5.1805
129001	0.547299	4.5471	0.203999	3.2544	0.471198	5.1921
130001	0.716601	5.5848	0.2507	3.8992	0.5864	6.548
131001	0.524	4.3537	0.200098	3.0996	0.441997	5.0576
132001	0.565	4.8606	0.212699	3.4304	0.509197	5.6197
133001	0.5683	4.7648	0.210398	3.4279	0.535099	5.3338
134001	0.553299	4.8754	0.216399	3.4233	0.510398	5.4789
135001	0.5745	4.5678	0.205798	3.2388	0.477998	5.2283
136001	0.500899	4.5541	0.205498	3.2026	0.442697	5.10421
137001	0.622603	4.2778	0.198798	3.0303	0.435298	4.9878
138001	0.491899	4.3925	0.202898	3.1498	0.434397	5.0944
139001	0.668103	4.6176	0.207299	3.3027	0.487499	5.205
140001	0.490099	4.4667	0.200198	3.1536	0.439597	5.0667
141001	0.628202	4.4625	0.201798	3.1823	0.470597	5.1558
142001	0.6022	5.1723	0.231199	3.6714	0.562	6.0188
143001	0.698301	5.2698	0.224999	3.7309	0.569798	6.0248
144001	0.7945	6.965	0.2988	4.8261	0.756202	8.1941
145001	0.711502	6.27961	0.2679	4.3282	0.660905	7.3701
146001	0.660998	5.6254	0.2631	3.9971	0.600902	6.6596
147001	0.57	4.2596	0.200898	3.0466	0.422696	4.9932
148001	0.533501	4.3197	0.199698	3.0656	0.437798	5.03
149001	0.777703	6.381	0.275501	4.5507	0.633204	7.7084
150001	0.657898	5.4358	0.237899	3.8542	0.5948	6.404
151001	0.5256	4.7306	0.211399	3.3343	0.477098	5.2637
152001	0.584402	4.7636	0.208199	3.4275	0.512399	5.2451
153001	0.504699	4.536	0.206498	3.2737	0.467897	5.1381
154001	0.544001	4.534	0.201198	3.1167	0.449997	5.1454
155001	0.480399	4.3552	0.200498	3.0826	0.426297	4.9888
156001	0.5651	4.5966	0.206899	3.2148	0.492297	5.2111
157001	0.5361	4.7136	0.213198	3.3988	0.479898	5.3818
158001	0.638702	4.6732	0.207898	3.3321	0.500197	5.2825
159001	0.5545	4.7109	0.210199	3.387	0.487898	5.3118
160001	0.511799	4.4233	0.201198	3.0891	0.429397	5.0452
161001	0.5303	4.4029	0.201398	3.1072	0.430797	5.0805
162001	0.5905	4.4288	0.202598	3.1094	0.434597	5.191
163001	0.535701	4.3853	0.200098	3.081	0.434098	5.094
164001	0.522999	4.4599	0.219798	3.1818	0.456897	5.1573
165001	0.627299	5.1645	0.216899	3.5371	0.542699	5.77659
166001	0.5703	5.111	0.225998	3.7075	0.528398	5.8882
167001	0.575102	4.7525	0.208799	3.3122	0.476598	5.2575
168001	0.485499	4.3601	0.198898	3.0803	0.417497	4.9864
169001	0.641403	4.3428	0.198598	3.0844	0.434797	4.9952
170001	0.483499	4.3676	0.201998	3.1013	0.425297	5.0248
171001	0.633102	4.5709	0.205398	3.2756	0.472898	5.1452
172001	0.490399	4.3015	0.198299	3.0406	0.416797	4.9693
173001	0.631501	4.2406	0.198798	3.0205	0.425397	4.9389
174001	0.5066	4.3379	0.200298	3.1046	0.426397	4.9909
175001	0.6122	4.4357	0.205999	3.1816	0.455597	5.116
176001	0.541	4.5356	0.203498	3.2445	0.464297	5.1308
177001	0.5751	4.681	0.207099	3.2595	0.465697	5.1664
178001	0.6062	5.0451	0.220599	3.6072	0.523399	5.7632
179001	0.622101	4.5927	0.210898	3.3056	0.459697	5.3015
180001	0.669198	5.3243	0.235599	3.7657	0.612601	6.0566
181001	0.5439	4.9684	0.214698	3.55751	0.507698	5.5318
182001	0.556602	4.5694	0.201898	3.1728	0.458897	5.072
183001	0.477299	4.3649	0.199599	3.1189	0.421597	5.015
184001	0.642002	4.5202	0.210599	3.1994	0.471198	5.1879
185001	0.539699	4.6016	0.215999	3.2898	0.475697	5.4214
186001	0.653003	4.5469	0.209398	3.2355	0.479097	5.2727
187001	0.590799	5.0592	0.2255	3.5744	0.5446	5.9389
188001	0.5633	4.6433	0.205499	3.2733	0.470597	5.24631
189001	0.5261	4.4492	0.201198	3.1811	0.442297	5.0759
190001	0.632901	4.4894	0.206598	3.2623	0.450097	5.161
191001	0.534301	4.316	0.200198	3.0554	0.433897	5.1492
192001	0.495999	4.295	0.197998	3.0046	0.412697	4.9175
193001	0.539901	4.3345	0.198398	3.0089	0.433298	4.9859
194001	0.484699	4.341	0.200599	3.1199	0.427497	5.0421
195001	0.550202	4.415	0.201398	3.0716	0.445998	5.0075
196001	0.5162	4.6217	0.207899	3.3289	0.473698	5.3368
197001	0.687403	4.8568	0.210299	3.4148	0.502399	5.4347
198001	0.522399	4.6584	0.211598	3.3393	0.472296	5.4345
199001	0.537201	4.3753	0.200298	3.0437	0.437597	4.984
200001	0.487999	4.3166	0.201998	3.1053	0.423797	5.0359
201001	0.595702	4.632	0.204699	3.2354	0.456997	5.1264
202001	0.4975	4.27959	0.199198	3.0362	0.415897	4.9921
203001	0.5247	4.477	0.199298	3.0839	0.431397	4.9959
204001	0.623899	5.398	0.243699	3.8305	0.565501	6.4134
205001	0.606301	4.4272	0.202198	3.1576	0.444597	5.1059
206001	0.6175	5.1031	0.229099	3.6456	0.548198	5.88491
207001	0.6075	5.4245	0.235198	3.8326	0.559399	6.1036
208001	0.607399	5.2631	0.228999	3.7208	0.5346	5.8387
209001	0.516899	4.5745	0.213598	3.2545	0.439097	5.2908
210001	0.641499	5.3155	0.2255	3.6883	0.539	5.9724
211001	0.522699	4.6658	0.209999	3.3457	0.474398	5.3153
212001	0.693601	5.587	0.2395	3.8909	0.635302	6.3354
213001	0.526	4.7398	0.211299	3.3825	0.495298	5.3671
214001	0.635303	4.5468	0.205698	3.2447	0.462298	5.159
215001	0.512099	4.5459	0.205098	3.2339	0.454897	5.1595
216001	0.559501	4.5483	0.203798	3.182	0.458597	5.1644
217001	0.5148	4.4247	0.203998	3.1707	0.442297	5.1047
218001	0.623101	5.2294	0.230599	3.6402	0.567399	5.9504
219001	0.5438	4.685	0.208999	3.3722	0.485798	5.2581
220001	0.615401	4.5688	0.203298	3.2778	0.462397	5.1303
221001	0.526001	4.41881	0.202298	3.1191	0.441098	5.0698
222001	0.528399	4.5512	0.206099	3.2079	0.445997	5.1372
223001	0.5666	4.4999	0.205798	3.2168	0.463198	5.1149
224001	0.566499	4.3635	0.202198	3.1108	0.422397	5.0385
225001	0.539902	4.5959	0.198798	3.0805	0.435198	5.0213
226001	0.491399	4.3782	0.201598	3.1568	0.427297	5.0128
227001	0.620403	4.4256	0.203498	3.1321	0.446397	5.0437
228001	0.495199	4.3284	0.199098	3.0515	0.413797	5.0277
229001	0.536801	4.428	0.198398	3.0704	0.433697	5.0252
230001	0.513	4.5102	0.204499	3.2247	0.463598	5.1645
231001	0.625601	4.6135	0.206199	3.3199	0.469197	5.3729
232001	0.588299	5.0195	0.217199	3.5987	0.531498	5.662
233001	0.608501	4.5698	0.203898	3.2807	0.457497	5.1397
234001	0.6165	5.4326	0.2358	3.848	0.532001	6.269
235001	0.498299	4.4387	0.202898	3.0957	0.425597	5.0449
236001	0.595898	4.8834	0.216199	3.4525	0.516299	5.5641
237001	0.506299	4.5755	0.208098	3.3385	0.439097	5.2359
238001	0.7339	6.1274	0.259201	4.3209	0.6549	7.0078
239001	0.622101	4.7936	0.214998	3.4867	0.461297	5.5034
240001	0.675701	4.8639	0.213699	3.4617	0.486198	5.5364
241001	0.637401	5.7388	0.244	3.9924	0.609901	6.4648
242001	0.553402	4.6115	0.210198	3.2057	0.450597	5.1385
243001	0.518299	4.5623	0.209699	3.2453	0.447997	5.2109
244001	0.611501	5.1334	0.211499	3.5758	0.529498	5.626
245001	0.5423	4.7299	0.209799	3.3975	0.477998	5.3008
246001	0.611401	4.594	0.206699	3.311	0.458097	5.2015
247001	0.659299	5.331	0.239499	3.7755	0.615599	6.0935
248001	0.6328	5.1424	0.221499	3.6407	0.5624	5.7792
249001	0.686599	5.3845	0.2372	3.874	0.601598	6.194
250001	0.806802	6.1104	0.2628	4.3444	0.645305	7.22109
251001	0.615399	4.97	0.218199	3.5968	0.554199	5.6474
252001	0.583099	4.5835	0.205998	3.3048	0.460597	5.1723
253001	0.642001	4.564	0.205898	3.2842	0.464597	5.1482
254001	0.488399	4.5617	0.204398	3.2568	0.439897	5.1074
255001	0.579702	4.8091	0.223299	3.3435	0.490398	5.421
256001	0.551199	4.917	0.212099	3.5389	0.511598	5.5808
257001	0.751799	6.2799	0.266	4.3768	0.678999	7.2364
258001	0.618601	5.56141	0.243999	4.0102	0.577402	6.4903
259001	0.636501	5.1916	0.223899	3.6194	0.557798	5.8592
260001	0.672202	6.0498	0.264101	4.2275	0.661707	7.2118
261001	0.698202	4.8295	0.215199	3.4264	0.511898	5.6107
262001	0.5225	4.4948	0.204998	3.2433	0.453297	5.2241
263001	0.610801	4.5755	0.203098	3.2466	0.460598	5.1532
264001	0.5243	4.4692	0.201698	3.2296	0.449698	5.1584
265001	0.510199	4.3098	0.199098	2.9934	0.416296	4.959
266001	0.5679	4.4145	0.204399	3.1164	0.439498	5.0608
267001	0.512199	4.4058	0.199998	3.0837	0.429997	5.012
268001	0.542101	4.2828	0.200598	3.1006	0.449898	5.0139
269001	0.476299	4.2672	0.197098	3.0051	0.421897	4.9287
270001	0.644003	4.6671	0.204999	3.2597	0.469099	5.2231
271001	0.5052	4.6729	0.207699	3.3258	0.462498	5.2235
272001	0.745301	5.059	0.225399	3.6008	0.5571	5.885
273001	0.502499	4.5858	0.202698	3.2703	0.461997	5.168
274001	0.796201	5.7593	0.2572	3.9773	0.623505	6.8882
275001	0.591	5.3153	0.2352	3.7386	0.524002	6.2528
276001	0.61	4.4589	0.202098	3.1164	0.443197	5.042
277001	0.5374	4.5016	0.201698	3.2305	0.451098	5.14
278001	0.5519	4.8298	0.214199	3.3621	0.487597	5.3927
279001	0.5345	4.4574	0.201398	3.1991	0.440898	5.0682
280001	0.512699	4.5106	0.202899	3.2205	0.434097	5.1002
281001	0.537501	4.43309	0.199798	3.2298	0.433698	5.0796
282001	0.495799	4.5764	0.202398	3.2109	0.429597	5.0513
283001	0.561101	4.6198	0.240798	3.215	0.460997	5.2202
284001	0.541	4.9966	0.217999	3.5318	0.504197	5.7785
285001	0.663899	5.4871	0.2359	3.852	0.580103	6.2074
286001	0.492099	4.3901	0.201398	3.1538	0.434197	5.052
287001	0.543201	4.4913	0.200198	3.1219	0.439097	5.0095
288001	0.488499	4.3494	0.198898	3.1013	0.413497	4.9956
289001	0.723001	5.4267	0.2387	3.866	0.564001	6.4132
290001	0.731001	6.3752	0.2794	4.53	0.668303	7.54451
291001	0.5351	4.5292	0.200098	3.1844	0.445497	5.0819
292001	0.6623	5.23	0.228699	3.7618	0.566999	5.9465
293001	0.561	4.9485	0.210999	3.4805	0.499798	5.447
294001	0.5646	4.7046	0.210798	3.3891	0.480098	5.2991
295001	0.5969	4.50291	0.201998	3.2166	0.454797	5.1264
296001	0.555001	4.6096	0.203999	3.2674	0.473798	5.219
297001	0.494999	4.4902	0.203298	3.1642	0.435197	5.0877
298001	0.543502	4.4914	0.202198	3.1115	0.438798	5.044
299001	0.519099	4.634	0.214199	3.3264	0.476198	5.2881
300001	0.600602	5.0069	0.213499	3.5056	0.516198	5.56321
301001	0.558899	4.8717	0.218299	3.5028	0.509398	5.6589
302001	0.634202	5.3437	0.223598	3.7408	0.539299	5.9522
303001	0.505199	4.6144	0.205698	3.3279	0.452397	5.1592
304001	0.583201	4.8141	0.210598	3.3782	0.494997	5.3105
305001	0.6081	5.264	0.2337	3.7303	0.543099	6.1079
306001	0.531	4.5151	0.201898	3.1501	0.524898	5.0636
307001	0.519901	4.3595	0.201398	3.1092	0.424397	4.9976
308001	0.5937	4.3185	0.200498	3.0962	0.423896	4.9985
309001	0.521101	4.3338	0.202098	3.0633	0.426998	4.9661
310001	0.568099	4.3321	0.200998	3.0827	0.420497	5.02481
311001	0.624302	4.3929	0.198298	3.108	0.434898	5.0009
312001	0.489399	4.4579	0.203399	3.1825	0.439497	5.1003
313001	0.643402	4.4513	0.204098	3.243	0.462498	5.1912
314001	0.638001	5.1931	0.2331	3.7118	0.556902	6.03
315001	0.609203	4.9867	0.212899	3.5169	0.5369	5.4986
316001	0.509999	4.6418	0.207698	3.3429	0.469497	5.2456
317001	0.629002	4.5307	0.201699	3.2288	0.451597	5.095
318001	0.5176	4.6243	0.209799	3.288	0.460997	5.2718
319001	0.5261	4.3677	0.201098	3.0777	0.432597	5.0144
320001	0.5131	4.2746	0.200698	3.0151	0.424397	5.0005
321001	0.6192	4.4972	0.206798	3.1971	0.459797	5.18169
322001	0.5374	4.4132	0.203999	3.122	0.444798	5.1125
323001	0.593199	4.3669	0.201298	3.1144	0.431797	5.0382
324001	0.5707	4.7973	0.212399	3.4141	0.495798	5.4715
325001	0.527999	4.7958	0.209699	3.3839	0.475598	5.3252
326001	0.689301	4.5937	0.206999	3.2445	0.453698	5.1132
327001	0.627	5.6861	0.2519	4.0342	0.576599	6.68281
328001	0.612702	5.1356	0.227298	3.5697	0.521998	5.9068
329001	0.487099	4.4663	0.202798	3.1674	0.431297	5.0599
330001	0.710702	4.9919	0.219998	3.5839	0.548299	5.7513
331001	0.5888	4.8557	0.210799	3.5039	0.499098	5.4747
332001	0.899999	6.4305	0.2672	4.5681	0.782601	7.4883
333001	0.600099	5.5435	0.236699	3.886	0.587501	6.06111
334001	0.672903	4.7504	0.209098	3.3293	0.477997	5.4061
335001	0.5492	4.7896	0.207699	3.3821	0.495898	5.3165
336001	0.763603	5.6558	0.243299	4.0057	0.637301	6.4549
337001	0.687299	5.9534	0.2576	4.1515	0.6402	6.7149
338001	0.640201	5.5013	0.245799	3.8	0.593501	6.48739
339001	0.5718	4.3812	0.200798	3.1071	0.438098	5.0447
340001	0.5713	4.2446	0.203798	3.0454	0.410496	5.0297
341001	0.539201	4.4309	0.201398	3.077	0.434298	5.0322
342001	0.487799	4.3124	0.202698	3.0898	0.429097	5.0297
343001	0.554102	4.5597	0.203998	3.1949	0.452098	5.1516
344001	0.5791	5.3249	0.232598	3.7633	0.545598	6.0359
345001	0.552201	4.5864	0.201998	3.2128	0.453298	5.117
346001	0.496999	4.4231	0.202798	3.1526	0.440897	5.1064
347001	0.555201	4.6065	0.203498	3.1967	0.466297	5.2309
348001	0.5086	4.4714	0.202598	3.1969	0.433797	5.0346
349001	0.802502	5.7774	0.266301	4.1043	0.629105	6.7649
350001	0.513	4.3329	0.198998	3.0401	0.424397	5.0733
351001	0.5352	4.7681	0.208099	3.4215	0.455798	5.3857
352001	0.612798	5.4921	0.234599	3.7791	0.572899	6.2125
353001	0.8887	6.7023	0.2893	4.7084	0.7525	7.809
354001	0.754397	6.2633	0.272301	4.4186	0.671303	7.37
355001	0.5743	4.5918	0.206898	3.2801	0.456897	5.1648
356001	0.8082	5.8708	0.253301	4.0861	0.6371	6.8192
357001	0.6003	5.1546	0.231299	3.7072	0.5648	6.04561
358001	0.8213	5.7865	0.253	4.0734	0.663602	6.7091
359001	0.588099	5.5297	0.231599	3.9065	0.561698	6.157
360001	0.562701	4.61581	0.201799	3.2501	0.466198	5.1959
361001	0.531899	4.88929	0.205098	3.4411	0.467197	5.3125
362001	0.692203	4.7101	0.201798	3.2055	0.438797	5.1429
363001	0.5201	4.5257	0.204498	3.3157	0.439597	5.0748
364001	0.5274	4.5824	0.205798	3.2059	0.451297	5.1084
365001	0.5767	4.8056	0.209298	3.4156	0.491197	5.4296
366001	0.5406	4.7706	0.208099	3.3648	0.470898	5.2847
367001	0.5565	4.5817	0.207498	3.26	0.464998	5.1758
368001	0.502299	4.6146	0.202098	3.2193	0.444998	5.0874
369001	0.547502	4.5094	0.201098	3.1994	0.439598	5.0322
370001	0.484999	4.4019	0.201398	3.1404	0.427797	5.0156
371001	0.649803	4.5496	0.203898	3.234	0.473298	5.1651
372001	0.497399	4.4344	0.206498	3.176	0.437097	5.1209
373001	0.739702	5.3571	0.231498	3.8139	0.564399	6.1094
374001	0.524999	4.6803	0.210298	3.4082	0.468397	5.4263
375001	0.550301	4.5694	0.203698	3.2311	0.453797	5.1161
376001	0.492099	4.297	0.199298	3.0584	0.421097	4.9785
377001	0.628901	5.3647	0.227798	3.7474	0.537899	6.0203
378001	0.636598	5.517	0.244299	3.8624	0.569199	6.3491
379001	0.5956	4.3583	0.197798	3.1005	0.433396	5.0133
380001	0.5435	4.4947	0.200798	3.2044	0.455098	5.16421
381001	0.542799	4.8877	0.212598	3.4412	0.483097	5.4965
382001	0.685396	5.686	0.2558	4.0136	0.598002	6.60559
383001	0.493999	4.4409	0.201398	3.1963	0.428797	5.0629
384001	0.555601	4.507	0.205798	3.255	0.458298	5.1835
385001	0.498299	4.4371	0.200298	3.092	0.425497	5.0459
386001	0.568601	4.7006	0.212399	3.3205	0.482498	5.266
387001	0.5323	4.7904	0.215299	3.4497	0.497498	5.5759
388001	0.727201	6.11141	0.266999	4.2707	0.647699	6.85729
389001	0.651402	5.8274	0.2607	4.194	0.600004	6.9697
390001	0.544802	4.5508	0.201099	3.1766	0.446898	5.0693
391001	0.495599	4.5104	0.202098	3.1843	0.435497	5.0956
392001	0.786604	4.5164	0.204898	3.2449	0.457897	5.1388
393001	0.5828	5.1772	0.222899	3.6755	0.536399	5.7874
394001	0.854601	6.4245	0.279	4.539	0.699997	7.6273
395001	0.5337	4.539	0.207298	3.2561	0.451698	5.1546
396001	0.514599	4.5097	0.202398	3.1401	0.435797	5.0704
397001	0.522601	4.3768	0.200598	3.1681	0.423298	5.0468
398001	0.504599	4.4649	0.205498	3.1533	0.426497	5.0325
399001	0.535201	4.4121	0.203198	3.1391	0.436798	5.0601
400001	0.5964	4.6311	0.206499	3.3297	0.458198	5.2956
401001	0.653102	4.6476	0.201098	3.3166	0.487298	5.2026
402001	0.482299	4.3296	0.204598	3.1476	0.419497	5.0062
403001	0.536802	4.4121	0.199098	3.0391	0.424098	4.973
404001	0.488099	4.31851	0.201998	3.0744	0.424197	4.991
405001	0.536401	4.4047	0.198198	3.0449	0.426797	4.95841
406001	0.486399	4.2706	0.201198	3.0449	0.418897	5.0134
407001	0.609202	4.2984	0.198898	3.0274	0.429797	4.9908
408001	0.571499	5.0599	0.221799	3.5813	0.522699	5.7689
409001	0.620001	4.546	0.204298	3.215	0.461897	5.1558
410001	0.5377	4.601	0.203699	3.2695	0.460698	5.1358
411001	0.513799	4.4761	0.200198	3.1163	0.429497	5.0143
412001	0.518301	4.2935	0.199098	3.0251	0.425298	4.9699
413001	0.582199	4.3961	0.200198	3.1162	0.424797	4.9952
414001	0.534401	4.3762	0.199898	3.0945	0.441598	5.0254
415001	0.5178	4.7059	0.217699	3.3122	0.462998	5.2888
416001	0.563402	4.6803	0.204498	3.2742	0.470099	5.1545
417001	0.509299	4.5887	0.203698	3.2942	0.466297	5.2028
418001	0.642402	4.5216	0.200898	3.2126	0.461798	5.1106
419001	0.487999	4.3849	0.202898	3.1517	0.442697	5.059
420001	0.540801	4.4815	0.201898	3.1454	0.441298	5.0698
421001	0.5209	4.5634	0.207899	3.2337	0.467098	5.1724
422001	0.647302	4.6602	0.208099	3.3272	0.472498	5.2702
423001	0.552799	4.7395	0.209699	3.4289	0.500798	5.499
424001	0.624501	4.5734	0.204998	3.2674	0.469998	5.1601
425001	0.5351	4.4984	0.201698	3.2001	0.452298	5.11269
426001	0.5942	4.3355	0.201398	3.1002	0.433696	5.0407
427001	0.675099	5.7062	0.247601	4.002	0.599601	6.7671
428001	0.6001	4.5644	0.203398	3.2272	0.483096	5.1961
